dataset,conversation_id,turn_id,video_id,level,level_label,speaker_role,turn_text,n_utterances_in_turn,turn_order,turn_embedding_idx,episode_id
wired,wired_dimension_13,26,dimension,1,teenager,partner,Time?,1,25,444,1
wired,wired_dimension_13,27,dimension,1,teenager,expert,"Time. Yes, Einstein said that we can think of time as a fourth dimension, and that's a very fascinating thing that we could talk about all by itself. But what about space? What about the solar system? Like, if you wanted to tell me where a certain star was in the sky, do you know how we do that?",5,26,445,1
wired,wired_dimension_13,28,dimension,1,teenager,partner,I have no idea.,1,27,446,1
wired,wired_dimension_13,29,dimension,1,teenager,expert,It's exactly the same thing as latitude and longitude but we put coordinates on the sky.,1,28,447,1
wired,wired_dimension_13,30,dimension,1,teenager,partner,Oh.,1,29,448,1
wired,wired_dimension_13,31,dimension,1,teenager,expert,"So astronomers call them right ascension and declination, which are two terrible words, but basically you've seen on the globe where you draw latitude and longitude, what it looks like.",1,30,449,1
wired,wired_dimension_13,32,dimension,1,teenager,partner,Yeah.,1,31,450,1
wired,wired_dimension_13,33,dimension,1,teenager,expert,"And sort of the peels of an orange kind of thing, right?",1,32,451,1
wired,wired_dimension_13,34,dimension,1,teenager,partner,Yeah.,1,33,452,1
wired,wired_dimension_13,35,dimension,1,teenager,expert,"So you can define something as, well you know, how high above a certain location on earth it is, but the earth is rotating and revolving around the sun so we have to define separate celestial coordinates.",1,34,453,2
wired,wired_dimension_13,36,dimension,1,teenager,partner,"So, there's like how many dimension would there be?",1,35,454,2
wired,wired_dimension_13,37,dimension,1,teenager,expert,"We don't know. You know, the optimistic view is that there are six, but the thing is, some of them might be really, really, really, really, really small, like way too small for us to ever see.",2,36,455,2
wired,wired_dimension_13,38,dimension,1,teenager,partner,Yeah.,1,37,456,2
wired,wired_dimension_13,39,dimension,1,teenager,expert,And some of them might be medium sized that hopefully we can see.,1,38,457,2
wired,wired_dimension_13,40,dimension,1,teenager,partner,"Oh, okay. So since it's all theoretical, like this could not be three dimensional.",2,39,458,2
wired,wired_dimension_13,41,dimension,1,teenager,expert,Absolutely right. And this is sort of the state of uncertainty that physicists are stuck living in.,2,40,459,2
wired,wired_dimension_13,42,dimension,1,teenager,partner,Oh.,1,41,460,2
wired,wired_dimension_13,43,dimension,1,teenager,expert,"You know, honestly out there, if you go out onto campus and talk to the physicists, half of them will say probably extra dimensions exist, and half of them say no, that's just nonsense.",1,42,461,2
wired,wired_dimension_13,44,dimension,1,teenager,partner,Oh.,1,43,462,2
wired,wired_dimension_13,45,dimension,1,teenager,expert,We really don't know.,1,44,463,2
wired,wired_dimension_13,46,dimension,1,teenager,partner,Yeah.,1,45,464,2
wired,wired_dimension_13,47,dimension,1,teenager,expert,"Okay, after all this.",1,46,465,2
wired,wired_dimension_13,48,dimension,1,teenager,partner,Yeah.,1,47,466,2
wired,wired_dimension_13,49,dimension,1,teenager,expert,Someone comes up to you on the street and says what's a dimension?,1,48,467,2
wired,wired_dimension_13,50,dimension,1,teenager,partner,"Oh, man. I mean, I guess what I've learned today is just that there are not just three dimensions or at least we think, I mean everything's theoretical. It's all just really kind of confusing.",3,49,468,2
wired,wired_dimension_13,51,dimension,1,teenager,expert,"That's right, and you know, if they're still bugging you you can just like give them some sticks and ask them to put them together.",1,50,469,2
wired,wired_dimension_13,52,dimension,1,teenager,partner,Oh yeah.,1,51,470,2
wired,wired_dimension_13,53,dimension,1,teenager,expert,And that would shut them up.,1,52,471,2
wired,wired_dimension_13,54,dimension,1,teenager,partner,Yeah.,1,53,472,2
wired,wired_dimension_14,1,dimension,2,undergraduate,expert,Where do you go to school and what do you study?,1,0,473,0
wired,wired_dimension_14,2,dimension,2,undergraduate,partner,"I'm gonna be a sophomore at Pomona College, and I study math and physics.",1,1,474,0
wired,wired_dimension_14,3,dimension,2,undergraduate,expert,"Oh, math and physics, okay. What kind of physicist do you want to be? Do you know?",3,2,475,0
wired,wired_dimension_14,4,dimension,2,undergraduate,partner,I really don't know. I like theory and experimental so it's kind of tough for me to say.,2,3,476,0
wired,wired_dimension_14,5,dimension,2,undergraduate,expert,"Usually if it's math and physics, you end up as a theoretical physicist, right?",1,4,477,0
wired,wired_dimension_14,6,dimension,2,undergraduate,partner,Yeah.,1,5,478,0
wired,wired_dimension_14,7,dimension,2,undergraduate,expert,"Not an experimental one. So, our theme here today is dimensions. So this is great that you have some math background because mathematicians think about dimensions in a different way.",3,6,479,0
wired,wired_dimension_14,8,dimension,2,undergraduate,partner,"Hopefully, yeah.",1,7,480,0
wired,wired_dimension_14,9,dimension,2,undergraduate,expert,"So how would you explain to your friends who are not math and physics majors, like what is a dimension, yourself?",1,8,481,0
wired,wired_dimension_14,10,dimension,2,undergraduate,partner,"My first intuitive thought is what are the coordinates. Mm-hmm. So if we are looking at things, if we're looking at like a dot, or a line rather, that's one dimensional because we can only measure it one way, but then if we look at like a square then we're increasing like that, so it's basically what coordinates we can use to measure something.",3,9,482,0
wired,wired_dimension_14,11,dimension,2,undergraduate,expert,"That's exactly right, and so you've heard of spacetime",1,10,483,0
wired,wired_dimension_14,12,dimension,2,undergraduate,partner,Yeah.,1,11,484,0
wired,wired_dimension_14,13,dimension,2,undergraduate,expert,"Being four dimensional, right?",1,12,485,0
wired,wired_dimension_14,14,dimension,2,undergraduate,partner,Mm-hmm.,1,13,486,0
wired,wired_dimension_14,15,dimension,2,undergraduate,expert,"Now, in some sense that's kind of trivial to you and me, because of course you have space, which is three dimensional, you have time which is one dimensional, so spacetime is four dimensional. But it didn't turn out, it didn't occur to anyone that that was a sensible way to talk until really relativity. This is the crucial thing, right? Is that what Einstein realized is that sure there's both time and space, but how we divide spacetime into time and space can be different for different people, and really there's a real sense in which four dimensional spacetime is kind of a generalization of three dimensional space. And I think to really explain this we're gonna need a blackboard.",5,14,487,0
wired,wired_dimension_14,16,dimension,2,undergraduate,partner,Okay.,1,15,488,0
wired,wired_dimension_14,17,dimension,2,undergraduate,expert,"Let's bring one in. All right. The thing about relativity is that they really want you to think of spacetime as one four dimensional thing, right? It's kind of like space. It's not just three dimensions of space and one dimension of time.",5,16,489,0
wired,wired_dimension_14,18,dimension,2,undergraduate,partner,Why though?,1,17,490,0
wired,wired_dimension_14,19,dimension,2,undergraduate,expert,"Why? This is a very good question. So, let's just start with space, right? We know a little bit about space. So here's my simple minded way of drawing space two dimensions, because that's how many I can draw on the blackboard. Let's say X and Y. And what is special about space, there's many things, but one is that if I have a curve or a path between two points, there's a distance that you can calculate, right? And the distance between those two points doesn't depend on your coordinates. It doesn't depend on whether you're in radial coordinates or Cartesian coordinates, or whatever. I'm allowed to imagine a curve that does something like this between those two points, and if I were a person walking on that curve, I would have an odometer with me maybe, and I would know, you would know, even without having done that, this path is always gonna be longer than that path. There's a formula, Pythagoras' Theorem that tells you what the shortest distance path is. That's the point. The physical-ness of what is real is the distance along a certain curve. So spacetime is like that. That's why it is useful to think about spacetime.",15,18,491,0
wired,wired_dimension_14,20,dimension,2,undergraduate,partner,Okay.,1,19,492,0
wired,wired_dimension_14,21,dimension,2,undergraduate,expert,"So let me draw spacetime. Here's how we usually draw it. I'll just say X, but all of space is condensed in this one direction, and this is time, okay? So if you're a little person and you started some event, so you start, you're located somewhere in space, somewhere in the three coordinates of space, and whether you like it or not, you're moving through spacetime just by getting older.",4,20,493,0
wired,wired_dimension_14,22,dimension,2,undergraduate,partner,Yeah.,1,21,494,0
wired,wired_dimension_14,23,dimension,2,undergraduate,expert,"When people ask me can you travel through time? I say yes, yesterday I traveled 24 hours into the future and here I am, a day later. So that's just this. Okay, you're moving through time, like it or not. So what Einstein says is look, I can travel through spacetime in different ways, like I could hop in a rocket ship and fly out and then fly back, and then I could meet you there. So this is a different trajectory through spacetime, right?",6,22,495,0
wired,wired_dimension_14,24,dimension,2,undergraduate,partner,Yeah.,1,23,496,0
wired,wired_dimension_14,25,dimension,2,undergraduate,expert,"And it's almost exactly like the space story. The space story says there's a distance, distance is different along different curves. Einstein says there's something that measures the length of these curves, and we call it the proper time. It is literally the time that you would read on your wristwatch.",4,24,497,1
wired,wired_dimension_14,26,dimension,2,undergraduate,partner,So it's kind of like our fundamental time? Or our base time?,2,25,498,1
wired,wired_dimension_14,27,dimension,2,undergraduate,expert,"Well kind of. What Einstein wants to get across is there's no such thing as fundamental, like there's the universe's time, this big letter T that might tell you how old the universe is, but then every individual has a clock with them, and they measure their own time depending on how they're moving through the universe.",2,26,499,1
wired,wired_dimension_14,28,dimension,2,undergraduate,partner,I see.,1,27,500,1
wired,wired_dimension_14,29,dimension,2,undergraduate,expert,"And the crucial difference is that time is not the same for this person who stayed behind and sat in their chair, and this person who zoomed out there.",1,28,501,1
wired,wired_dimension_14,30,dimension,2,undergraduate,partner,"Why is that, that this one's shorter then?",1,29,502,1
wired,wired_dimension_14,31,dimension,2,undergraduate,expert,"There is what we call a metric on spacetime, and when we talk about Euclidean space versus a curved space, versus a sphere or something, that's a different metric. And spacetime has its own metric which says the following thing, that the path between two events in spacetime that is a straight line, will always be the longest time.",2,30,503,1
wired,wired_dimension_14,32,dimension,2,undergraduate,partner,"I see. Oh, okay.",2,31,504,1
wired,wired_dimension_14,33,dimension,2,undergraduate,expert,That's the difference.,1,32,505,1
wired,wired_dimension_14,34,dimension,2,undergraduate,partner,All right.,1,33,506,1
wired,wired_dimension_14,35,dimension,2,undergraduate,expert,"So when Einstein had this idea, oh gravity could be related to the curvature of spacetime, he did some equations, so he got it, that's a long story, we'll put that aside. What he figured out was that rather than gravity living on top of spacetime, it's a manifestation of the curvature of spacetime. So when you have like the earth, the sun, the moon, they cause a gravitational field, they're actually warping the spacetime around them, they're giving it a different geometry.",3,34,507,2
wired,wired_dimension_14,36,dimension,2,undergraduate,partner,"Would it be if I had like a spring or not a spring, but like a sheet, and I dropped a book in the sheet, curves down?",1,35,508,2
wired,wired_dimension_14,37,dimension,2,undergraduate,expert,"Yeah, exactly. If you had a sheet that was originally flat, and you set a marble on it, it would go in a straight line, but then if you put something on it so it warps it, that marble is now gonna be deflected.",2,36,509,2
wired,wired_dimension_14,38,dimension,2,undergraduate,partner,I see.,1,37,510,2
wired,wired_dimension_14,39,dimension,2,undergraduate,expert,Einstein says that gravity is just like that.,1,38,511,2
wired,wired_dimension_14,40,dimension,2,undergraduate,partner,I see.,1,39,512,2
wired,wired_dimension_14,41,dimension,2,undergraduate,expert,"But there are no straight lines, because spacetime itself is curved. So do you think if you had to explain relativity what would you say?",2,40,513,2
wired,wired_dimension_14,42,dimension,2,undergraduate,partner,"I think I'd go with kind of the train paradox. Let's say I'm stationary, and someone's moving past me on the train, they think they're stationary on the train. Like they think that they're not accelerating, but if they start walking through the train cars, then they are accelerating in their frame, but then from my outside frame where I'm completely removed, I see they are accelerating. So I guess that relativity is all about perspective, I guess in a way.",4,41,514,2
wired,wired_dimension_14,43,dimension,2,undergraduate,expert,"Yeah, that's right. And it goes exactly back to what we drew on the board where how those two people in the train and on the ground would divide spacetime up differently to space and time.",2,42,515,2
wired,wired_dimension_14,44,dimension,2,undergraduate,partner,That was pretty good.,1,43,516,2
wired,wired_dimension_14,45,dimension,2,undergraduate,expert,Yeah.,1,44,517,2
wired,wired_dimension_14,46,dimension,2,undergraduate,partner,I learned a lot. It's a lot of fun stuff to talk about.,2,45,518,2
wired,wired_dimension_15,1,dimension,3,graduate,expert,"So observational cosmology, so like what do you look at?",1,0,519,0
wired,wired_dimension_15,2,dimension,3,graduate,partner,"So, I work on two ground-based surveys in the optical, and we're basically trying to make huge maps of the universe so that we can study dark energy.",1,1,520,0
wired,wired_dimension_15,3,dimension,3,graduate,expert,I'm sure you've heard about extra dimensions a little bit.,1,2,521,0
wired,wired_dimension_15,4,dimension,3,graduate,partner,"I've heard it, yeah.",1,3,522,0
wired,wired_dimension_15,5,dimension,3,graduate,expert,Well I'm thinking about the idea that there might be more than three dimensions of space. What is your impression of theoretical physicists who think about things like extra dimensions of space that they haven't ever seen?,2,4,523,0
wired,wired_dimension_15,6,dimension,3,graduate,partner,"I get a little scared, because I think how can you prove these theories?",1,5,524,0
wired,wired_dimension_15,7,dimension,3,graduate,expert,Right.,1,6,525,0
wired,wired_dimension_15,8,dimension,3,graduate,partner,"One theory I've heard of, I don't know if this fits in with that, is bubble universes.",1,7,526,0
wired,wired_dimension_15,9,dimension,3,graduate,expert,Mm-hmm.,1,8,527,0
wired,wired_dimension_15,10,dimension,3,graduate,partner,"Is that an extra dimension? Does that fit into that, or is that something?",2,9,528,0
wired,wired_dimension_15,11,dimension,3,graduate,expert,"It does. In fact, one way that different universes might be created and be different from each other is that different universes could have effectively different numbers of dimensions. Like we have three dimensions around us, but there's people out there, aliens, who could live in five dimensional universes.",3,10,529,0
wired,wired_dimension_15,12,dimension,3,graduate,partner,"And are each of those dimensions, are they governed by the same laws of physics, or is there like a separate Lagrangian for each universe",1,11,530,0
wired,wired_dimension_15,13,dimension,3,graduate,expert,"It's a, yeah.",1,12,531,0
wired,wired_dimension_15,14,dimension,3,graduate,partner,Or how does that work?,1,13,532,0
wired,wired_dimension_15,15,dimension,3,graduate,expert,"We think that it would be, no all of this is incredibly speculative, and we don't know for sure. But the idea is that there is some deep down underlying laws that are universal and the same, but they show up differently, so they appear different. So the specific particles and forces and masses would be completely different in different parts of the multiverse.",3,14,533,0
wired,wired_dimension_15,16,dimension,3,graduate,partner,Okay.,1,15,534,0
wired,wired_dimension_15,17,dimension,3,graduate,expert,"Why in the world would you think that there are extra dimensions, right? So you've heard of string theory?",2,16,535,0
wired,wired_dimension_15,18,dimension,3,graduate,partner,I have. So string theory is basically a theory of quantum gravity.,2,17,536,0
wired,wired_dimension_15,19,dimension,3,graduate,expert,"Mm-hmm. So we have quantum mechanics, right? The theory of atoms and so forth and how those work, and then we have gravity, and gravity doesn't seem to fit in. It's the one force of nature that we can't really easily fit into this quantum mechanical framework, so string theory is one of the best ideas.",4,18,537,0
wired,wired_dimension_15,20,dimension,3,graduate,partner,Right.,1,19,538,0
wired,wired_dimension_15,21,dimension,3,graduate,expert,"That's the good news. The bad news is that it only seems to work if spacetime is ten dimensional. So you would say well then it's wrong. It can't be right. Spacetime is not ten-dimensional. Spacetime is four dimensional. We've observed that. But instead, we say if spacetime looks four dimensional to us, but string theory, which might be the best theory we have of quantum gravity says it must be ten dimensional, maybe we can hide those extra six dimensions somehow. So here's how we could get lucky. We could imagine that there are extra dimensions of space that are curled up somehow that are so small that we can't see them. This is actually an old idea. It goes back to Kaluza and Klein right after general relativity was invented in 1915. But there's a more recent idea that says there could actually be relatively large extra dimensions. There could be extra dimensions that are actually that big, like a millimeter across that you would not have noticed. But here's the new, exciting idea. So let's imagine, okay. This is a piece of paper. But let's imagine this is our entire world. So, in other words, our real world is three dimensional, but let's imagine that we're just idealizing it down to two dimensions, so we all live here. You and I live here. But let's imagine that we're embedded in this bigger space. So there are extra dimensions that are actually big, okay? And let's imagine that. When I say we live on this three dimensional world what I mean is imagine that the particles that you and I are made of, right, the quarks, the leptons, the electrons and everything, all the forces we know about, electromagnetism, the weak nuclear force, the strong nuclear force, imagine they can't leave this surface. This is what we call a brane. B-R-A-N-E. Have you heard this word before?",27,20,539,0
wired,wired_dimension_15,22,dimension,3,graduate,partner,"I've heard it, yeah.",1,21,540,0
wired,wired_dimension_15,23,dimension,3,graduate,expert,Do you know where it comes from?,1,22,541,0
wired,wired_dimension_15,24,dimension,3,graduate,partner,No.,1,23,542,0
wired,wired_dimension_15,25,dimension,3,graduate,expert,"From membranes, you know. We have lines, one dimension. We have two dimensional surfaces. So if you have a line that is a vibrating physical thing, you call it a string, right?",4,24,543,0
wired,wired_dimension_15,26,dimension,3,graduate,partner,Right.,1,25,544,0
wired,wired_dimension_15,27,dimension,3,graduate,expert,"If you have a two dimensional surface that vibrates and is a physical thing, we call that a membrane. Membrane theory goes back, it never was as popular as string theory, but it's been around for a while. But if you had extra dimensions of space, then you can three dimensional vibrating things, and four dimensional vibrating things.",3,26,545,1
wired,wired_dimension_15,28,dimension,3,graduate,partner,"So how do these strings give rise to things like mass and charge, and basically give us the properties of the particles that we see?",1,27,546,1
wired,wired_dimension_15,29,dimension,3,graduate,expert,"Well basically the strings are the particles that we see. It's exactly the same thing as we said for the straw, if you look at it far away it looks one dimensional. A little loop of string, so a little one dimensional circle that is vibrating. If you look at it from very, very far away, it just looks like a particle. So in string theory, an electron is a little string. A photon is a little string.",6,28,547,1
wired,wired_dimension_15,30,dimension,3,graduate,partner,"So, is string theory part of what they call the Grand Unified Theory? Is it supposed to be the last thing that sort of unifies all the forces together?",2,29,548,1
wired,wired_dimension_15,31,dimension,3,graduate,expert,"Yes, string theory's even better. So the phrase Grand Unified Theory was coined in the 1970s for theories that joined electricity and magnetism. So a good string theory is gravity plus the Grand Unified Theory.",3,30,549,1
wired,wired_dimension_15,32,dimension,3,graduate,partner,Okay.,1,31,550,1
wired,wired_dimension_15,33,dimension,3,graduate,expert,"It's even better. It's the theory of everything. What would you tell a friend of yours if they asked you what dimensions are, what extra dimensions are, what a brane is?",3,32,551,1
wired,wired_dimension_15,34,dimension,3,graduate,partner,So we have three spatial dimensions. A brane is sort of the next level. So a brane is a higher dimensional object that vibrates through space.,3,33,552,1
wired,wired_dimension_15,35,dimension,3,graduate,expert,"That's right. And we could live there. The world we see around us, the three dimensions of space around us could reflect the fact that we are somehow stuck on a three dimensional brane trying to escape.",3,34,553,1
wired,wired_dimension_15,36,dimension,3,graduate,partner,"It was really cool to learn about strings and branes and how looking at gravity on small scales is actually connected to what I do in looking at gravity on these cosmological scales, and it's definitely something I'm gonna think about in my research.",1,35,554,1
wired,wired_dimension_16,1,dimension,4,expert,expert,"You're a string theorist, so tell us what kind of string theory you do, what it means to be a string theorist.",1,0,555,0
wired,wired_dimension_16,2,dimension,4,expert,partner,"One of the things that's key in the whole story of string theory is the piece of it that talks about quantum theories of gravity. So I'm very excited about what happens to spacetime, what does it even mean at the quantum level.",2,1,556,0
wired,wired_dimension_16,3,dimension,4,expert,expert,"Cool, so do you think a lot about extra dimensions in your everyday life?",1,2,557,0
wired,wired_dimension_16,4,dimension,4,expert,partner,"Uh, yes I do.",1,3,558,0
wired,wired_dimension_16,5,dimension,4,expert,expert,"And so when you think about extra dimensions, you put them together with branes and different fields wrapping around the extra dimensions and so forth, right?",1,4,559,0
wired,wired_dimension_16,6,dimension,4,expert,partner,Yes.,1,5,560,0
wired,wired_dimension_16,7,dimension,4,expert,expert,"You know, a lot of people, a lot of string theorists, they care a lot about all the different ways in which we could hide the extra dimensions. As someone who cares about cosmology, I wanna start asking why are the extra dimensions small at all? How did that happen? Is this something you think about yourself?",4,6,561,0
wired,wired_dimension_16,8,dimension,4,expert,partner,"Yes, well ultimately we'd like to understand the observable universe. If string theory turns out to be the thing that the universe cares about, we'd like to know, with all of these possibilities that are in string theory, how do we get the one that looks like the world we live in?",2,7,562,0
wired,wired_dimension_16,9,dimension,4,expert,expert,"The thing I want to talk about is this paper I wrote with Matt Johnson and Lisa Randall where we realize there's another way to compactify extra dimensions spontaneously, dynamically. If you imagine starting with this big piece of paper you couldn't wrap up everything, but within some region of space you could make a tube.",2,8,563,0
wired,wired_dimension_16,10,dimension,4,expert,partner,Okay.,1,9,564,1
wired,wired_dimension_16,11,dimension,4,expert,expert,"Right? And down there in the tube it looks like your long thing that is compactified in one direction and infinitely extending in the other direction, so there's one less macroscopic dimension of space.",2,10,565,1
wired,wired_dimension_16,12,dimension,4,expert,partner,"Hmm. Okay, that's nice.",2,11,566,1
wired,wired_dimension_16,13,dimension,4,expert,expert,You think that sounds plausible to you?,1,12,567,1
wired,wired_dimension_16,14,dimension,4,expert,partner,"It sounds like fun. What I would immediately ask is where do the large dimensions come from in the first place? Is that something you address, or you just assume that all the dimension are large as a starting point?",3,13,568,1
wired,wired_dimension_16,15,dimension,4,expert,expert,"Yeah. So we certainly assume that they're all large as a starting point, and it's worse than that. So in our paper we imagine you start in de Sitter space. You start in a universe with no matter, no anything like that, just empty space but with an energy that is positive and all the dimensions are large.",4,14,569,1
wired,wired_dimension_16,16,dimension,4,expert,partner,But where do they come from?,1,15,570,1
wired,wired_dimension_16,17,dimension,4,expert,expert,It was always there.,1,16,571,1
wired,wired_dimension_16,18,dimension,4,expert,partner,Why?,1,17,572,1
wired,wired_dimension_16,19,dimension,4,expert,expert,Why not?,1,18,573,1
wired,wired_dimension_16,20,dimension,4,expert,partner,Okay.,1,19,574,1
wired,wired_dimension_16,21,dimension,4,expert,expert,"Well you know, I think that this is again, this is",1,20,575,2
wired,wired_dimension_16,22,dimension,4,expert,partner,You're replacing one prejudice with a different prejudice.,1,21,576,2
wired,wired_dimension_16,23,dimension,4,expert,expert,I would say that we shouldn't be prejudiced one way or the other.,1,22,577,2
wired,wired_dimension_16,24,dimension,4,expert,partner,"Just a large, ten or 11 dimensions with a cosmological constant doesn't seem like a fundamental starting point. It sounds like there needs to be something to underlie that. But it's a fun scenario.",3,23,578,2
wired,wired_dimension_16,25,dimension,4,expert,expert,"Yeah, so let me tell you a little bit more about the scenario. So you know there are black holes, good? Right?",3,24,579,2
wired,wired_dimension_16,26,dimension,4,expert,partner,I've heard of them.,1,25,580,2
wired,wired_dimension_16,27,dimension,4,expert,expert,There are black branes as well.,1,26,581,2
wired,wired_dimension_16,28,dimension,4,expert,partner,Indeed.,1,27,582,2
wired,wired_dimension_16,29,dimension,4,expert,expert,Why don't you explain to us what a black brane is?,1,28,583,2
wired,wired_dimension_16,30,dimension,4,expert,partner,"Well in some ways, it's very much like a black hole in that you have far away from it you have these large just flat dimensions. As you move in, there's something in the interior. It has, itself, higher dimensions, and so because physicists love to joke they thought, well it's like a membrane but it can have many different dimensions. Let's use P to stand in for those number of dimensions, and so they called them P-branes.",4,29,584,2
wired,wired_dimension_16,31,dimension,4,expert,expert,"Yeah, I've been trying to explain this to lower levels, and they always look at me like, are you pulling my leg here a little bit? Or is this the real thing that they use? Yes, it is the real thing they use. We study these branes in de Sitter space, and so what we found is that there are black brane solutions which instead of having a singularity inside are non-singular, and stable, and compactified. Is this a familiar thing? I know things like this have been discussed, right?",6,30,585,2
wired,wired_dimension_16,32,dimension,4,expert,partner,"Yeah. Yeah. So, a lot of the branes that are relevant for studying things to do with anti-de Sitter spacetimes in various dimensions actually start out as these non-singular type branes, and then you find in the core, there's actually an anti-de Sitter spacetime.",3,31,586,3
wired,wired_dimension_16,33,dimension,4,expert,expert,"Right. Imagine that rather than going down to a point, it just asymptotes to some fixed radius that continues infinitely far down there. But then you can ask, okay what about the rest of the universe? You have some sphere, some two dimensions compactified, and the balance between the cosmological constant and the electromagnetic field keeps it at a fixed distance.",4,32,587,3
wired,wired_dimension_16,34,dimension,4,expert,partner,"Right. Good, good.",2,33,588,3
wired,wired_dimension_16,35,dimension,4,expert,expert,"But then the other dimensions, the transverse dimensions, don't need to be anti-de Sitter. They can have either positive, zero, or negative cosmological constant. So you can basically get any sort of cosmological solution times a compactified sphere.",3,34,589,3
wired,wired_dimension_16,36,dimension,4,expert,partner,"Is it that these have the lowest action of all the things that could possibly, all the possible solutions?",1,35,590,3
wired,wired_dimension_16,37,dimension,4,expert,expert,"I guess. I mean, maybe you'd think otherwise. Again or maybe you could change my mind, I think that as long as it can happen it will happen some of the time, right?",3,36,591,3
wired,wired_dimension_16,38,dimension,4,expert,partner,"Okay, that's fair.",1,37,592,3
wired,wired_dimension_16,39,dimension,4,expert,expert,"I mean it's one of the things that could happen, so I mean it obviously, You know, we know",1,38,593,3
wired,wired_dimension_16,40,dimension,4,expert,partner,"It's quantum, baby.",1,39,594,3
wired,wired_dimension_16,41,dimension,4,expert,expert,"It's quantum. It's a loud, it's of a loud it's gonna happen.",2,40,595,3
wired,wired_dimension_16,42,dimension,4,expert,partner,I still laugh from Keanu Reeves I'm afraid.,1,41,596,3
wired,wired_dimension_16,43,dimension,4,expert,expert,"Someone probably wrote it for him. So it's possible that if you do have this starting point of an empty de Sitter space with positive cosmological constants and fields lying around you inevitably get a multiverse. It just happens, you know, it's just part of quantum nucleation to different things, and then maybe you need to explain why we live in this universe rather than some other one via the anthropic principle or something like that. So how does our kind of, you know, low-tech old fashioned way of making new universes intersect with the kinds of things you'd think about.",4,42,597,4
wired,wired_dimension_16,44,dimension,4,expert,partner,"Well, it's interesting because there's a lot of activity going on inspired by things we learned from working in anti-de Sitter space where the cosmological constant has the wrong sign. So you will find that there are a number of papers as many of which you've probably read, probably you've read more of them than I have, which try then to take the different kinds of branes, these extended solutions, and they're many different kinds doing different things, we understand well enough now that we can put them together in various ways. They intersect, they dissolve inside each other, they wrap each other.",3,43,598,4
wired,wired_dimension_16,45,dimension,4,expert,expert,"They overlap, they wrap around.",1,44,599,4
wired,wired_dimension_16,46,dimension,4,expert,partner,"They overlap, and you do them in all sorts of different ways and show that you can construct four dimensional universes with a cosmological constant of your desire, depending upon how you did the construction.",1,45,600,4
wired,wired_dimension_16,47,dimension,4,expert,expert,"I know not everyone buys that, right?",1,46,601,4
wired,wired_dimension_16,48,dimension,4,expert,partner,Not everyone buys it. There's a big discussion in the literature right now.,2,47,602,4
wired,wired_dimension_16,49,dimension,4,expert,expert,"And if we put aside for the second the concerns of our colleagues in other parts of physics, and it's just amongst us chickens, what do you think about the future of cosmology and string theory, and the dynamics of these extra dimensions?",1,48,603,4
wired,wired_dimension_16,50,dimension,4,expert,partner,"I think it's gonna get way more interesting than we're currently able to grapple with right now, and I think there are hints of it. There could be a description of the physics that might be our early universe that is like that molecular description. And then from that emerges flat spacetimes maybe four, maybe some mechanism tells you it's four and not something else. I think that's where we're going.",4,49,604,4
wired,wired_fractal_12,1,fractal,0,child,expert,What's your name?,1,0,605,0
wired,wired_fractal_12,2,fractal,0,child,partner,Myra.,1,1,606,0
wired,wired_fractal_12,3,fractal,0,child,expert,Have you heard of fractals before?,1,2,607,0
wired,wired_fractal_12,4,fractal,0,child,partner,"No, absolutely not.",1,3,608,0
wired,wired_fractal_12,5,fractal,0,child,expert,"So a fractal is something that we see every day, but it's a little bit hard to describe. It's it's a shape that if you look at it really far away, or you look at it really up close, it has kind of a similar appearance. And actually that word fractal sounds a little bit like fraction.",3,4,609,0
wired,wired_fractal_12,6,fractal,0,child,partner,Yes.,1,5,610,0
wired,wired_fractal_12,7,fractal,0,child,expert,"Right? So actually fractals are in some way fractions, but for shapes. Have you ever seen a movie called Moana?",3,6,611,0
wired,wired_fractal_12,8,fractal,0,child,partner,Yes.,1,7,612,0
wired,wired_fractal_12,9,fractal,0,child,expert,"Yeah. Moana lives on this like beautiful island, right?",2,8,613,0
wired,wired_fractal_12,10,fractal,0,child,partner,Yes.,1,9,614,0
wired,wired_fractal_12,11,fractal,0,child,expert,This island has lots of trees on it. Some artists had to make all those trees. How do you think they do that?,3,10,615,1
wired,wired_fractal_12,12,fractal,0,child,partner,"They tried to find something similar to that on the Google and they try to picture it in their heads saying, what would, what would it look like if they, it was animated?",1,11,616,1
wired,wired_fractal_12,13,fractal,0,child,expert,So somehow they have to explain to the computer what a tree looks like so that the computer can draw the tree for them.,1,12,617,1
wired,wired_fractal_12,14,fractal,0,child,partner,Yes.,1,13,618,1
wired,wired_fractal_12,15,fractal,0,child,expert,"And that's kind of what we're gonna try out today. In fact, we're gonna have you build a fractal. A tree is a really good example of a fractal because if you look at the whole tree and then you break off a big branch of the tree.",3,14,619,1
wired,wired_fractal_12,16,fractal,0,child,partner,Yes.,1,15,620,1
wired,wired_fractal_12,17,fractal,0,child,expert,It almost looks like that branch that you broke off is itself another tree. So our rule is that every branch splits into two smaller branches.,2,16,621,1
wired,wired_fractal_12,18,fractal,0,child,partner,Okay.,1,17,622,1
wired,wired_fractal_12,19,fractal,0,child,expert,"So your tree is totally beautiful, but it took a long time to make, right. How would you feel if I said, now you have to make a thousand of those trees.",2,18,623,1
