dataset,video_id,conversation_id,file_number,level,level_label,utterance_id,utterance_number,turn_id,utterance_in_turn,sequence,speaker,speaker_raw,speaker_role,text,n_words,include_geometry_primary,embedding_idx,notes,source_file,_original_dataframe_row,n_model_tokens,exceeds_model_limit
wired,astro,wired_astro_12,12,0,child,wired::wired_astro_12::utterance_048,48,20,1,48,A,Speaker 1 (Janna Levin),expert,That's right.,2,False,265,,data/wired/wired_astro/wired_astro_12.csv,47,7,False
wired,astro,wired_astro_12,12,0,child,wired::wired_astro_12::utterance_049,49,20,2,49,A,Speaker 1 (Janna Levin),expert,We've been talking for a little while about black holes.,10,True,266,,data/wired/wired_astro/wired_astro_12.csv,48,15,False
wired,astro,wired_astro_12,12,0,child,wired::wired_astro_12::utterance_050,50,20,3,50,A,Speaker 1 (Janna Levin),expert,What are you gonna walk away with in your impression of what a black hole is?,16,True,267,,data/wired/wired_astro/wired_astro_12.csv,49,19,False
wired,astro,wired_astro_12,12,0,child,wired::wired_astro_12::utterance_051,51,21,1,51,B,Speaker 2 (child),partner,It's kind of curves in space that are all coming to one point.,13,True,268,,data/wired/wired_astro/wired_astro_12.csv,50,18,False
wired,astro,wired_astro_12,12,0,child,wired::wired_astro_12::utterance_052,52,21,2,52,B,Speaker 2 (child),partner,"Everything that goes on those curves changes directions to come in and even light can't escape it, nothing can.",19,True,269,,data/wired/wired_astro/wired_astro_12.csv,51,25,False
wired,astro,wired_astro_12,12,0,child,wired::wired_astro_12::utterance_053,53,22,1,53,A,Speaker 1 (Janna Levin),expert,You said that very beautifully.,5,True,270,,data/wired/wired_astro/wired_astro_12.csv,52,8,False
wired,astro,wired_astro_12,12,0,child,wired::wired_astro_12::utterance_054,54,22,2,54,A,Speaker 1 (Janna Levin),expert,Does that feel like a different idea of a black hole than the one you had before we spoke?,19,True,271,,data/wired/wired_astro/wired_astro_12.csv,53,22,False
wired,astro,wired_astro_12,12,0,child,wired::wired_astro_12::utterance_055,55,22,3,55,A,Speaker 1 (Janna Levin),expert,How black holes are made,5,True,272,,data/wired/wired_astro/wired_astro_12.csv,54,7,False
wired,astro,wired_astro_12,12,0,child,wired::wired_astro_12::utterance_056,56,23,1,56,B,Speaker 2 (child),partner,"Yeah, a lot.",3,False,273,,data/wired/wired_astro/wired_astro_12.csv,55,7,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_001,1,1,1,1,A,Speaker 1 (Janna Levin),expert,Have you heard about black holes?,6,True,274,,data/wired/wired_astro/wired_astro_13.csv,56,9,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_002,2,2,1,2,B,Speaker 3 (teen),partner,"Yes, I know it has a lot of mass, but it's very small.",13,True,275,,data/wired/wired_astro/wired_astro_13.csv,57,20,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_003,3,2,2,3,B,Speaker 3 (teen),partner,"I know that there are several theories about the universe due to black holes, like, around the universe and how it's made.",22,True,276,,data/wired/wired_astro/wired_astro_13.csv,58,29,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_004,4,3,1,4,A,Speaker 1 (Janna Levin),expert,"So a lot of times stars are born together in two star systems and when they die, if they're heavy enough, they will collapse under their own weight and form a black hole.",33,True,277,,data/wired/wired_astro/wired_astro_13.csv,59,40,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_005,5,3,2,5,A,Speaker 1 (Janna Levin),expert,So here you have a black hole and a big fluffy star.,12,True,278,,data/wired/wired_astro/wired_astro_13.csv,60,15,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_006,6,3,3,6,A,Speaker 1 (Janna Levin),expert,And what will happen is it'll start to tear apart its neighboring star.,13,True,279,,data/wired/wired_astro/wired_astro_13.csv,61,18,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_007,7,3,4,7,A,Speaker 1 (Janna Levin),expert,Literally parts of the star will begin to spill onto the black hole and splatter on the black hole.,19,True,280,,data/wired/wired_astro/wired_astro_13.csv,62,24,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_008,8,3,5,8,A,Speaker 1 (Janna Levin),expert,But let's say both those stars formed black holes.,9,True,281,,data/wired/wired_astro/wired_astro_13.csv,63,14,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_009,9,3,6,9,A,Speaker 1 (Janna Levin),expert,And what these black holes do is they are like mallets on a drum.,14,True,282,,data/wired/wired_astro/wired_astro_13.csv,64,18,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_010,10,3,7,10,A,Speaker 1 (Janna Levin),expert,They create literally waves in the shape of spacetime as they're moving.,12,True,283,,data/wired/wired_astro/wired_astro_13.csv,65,18,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_011,11,3,8,11,A,Speaker 1 (Janna Levin),expert,"So imagine mallets on a drum, how the drum ripples.",10,True,284,,data/wired/wired_astro/wired_astro_13.csv,66,16,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_012,12,3,9,12,A,Speaker 1 (Janna Levin),expert,Depending on how the mallets are moving you hear different sounds.,11,True,285,,data/wired/wired_astro/wired_astro_13.csv,67,15,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_013,13,3,10,13,A,Speaker 1 (Janna Levin),expert,"So effectively these black holes, as they get very close together in the final stages of their life together, they're orbiting each other at hundreds of times a second.",29,True,286,,data/wired/wired_astro/wired_astro_13.csv,68,36,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_014,14,3,11,14,A,Speaker 1 (Janna Levin),expert,"It's this really crazy event, but it's happening in complete darkness.",11,True,287,,data/wired/wired_astro/wired_astro_13.csv,69,19,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_015,15,3,12,15,A,Speaker 1 (Janna Levin),expert,"Eventually they bobble together and they merge and then they wring out, the spacetime's going crazy around them, it's this storm in spacetime, and they settle down to a quiet black hole.",32,True,288,,data/wired/wired_astro/wired_astro_13.csv,70,46,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_016,16,3,13,16,A,Speaker 1 (Janna Levin),expert,"Then those waves that they created travel through the universe, basically undisturbed.",12,True,289,,data/wired/wired_astro/wired_astro_13.csv,71,18,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_017,17,3,14,17,A,Speaker 1 (Janna Levin),expert,"For a long time people thought, well, even if black holes are out there, they're impossible to observe.",18,True,290,,data/wired/wired_astro/wired_astro_13.csv,72,26,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_018,18,3,15,18,A,Speaker 1 (Janna Levin),expert,And then they got very clever.,6,True,291,,data/wired/wired_astro/wired_astro_13.csv,73,9,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_019,19,3,16,19,A,Speaker 1 (Janna Levin),expert,"You might wonder how we could possibly hear black holes, that sounds crazy.",13,True,292,,data/wired/wired_astro/wired_astro_13.csv,74,17,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_020,20,3,17,20,A,Speaker 1 (Janna Levin),expert,"So I'm gonna show you, but I'm gonna need your help.",11,True,293,,data/wired/wired_astro/wired_astro_13.csv,75,19,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_021,21,3,18,21,A,Speaker 1 (Janna Levin),expert,This demo involves an electric guitar.,6,True,294,,data/wired/wired_astro/wired_astro_13.csv,76,9,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_022,22,3,19,22,A,Speaker 1 (Janna Levin),expert,Do you play at all?,5,True,295,,data/wired/wired_astro/wired_astro_13.csv,77,8,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_023,23,4,1,23,B,Speaker 3 (teen),partner,A little bit?,3,False,296,,data/wired/wired_astro/wired_astro_13.csv,78,6,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_024,24,5,1,24,A,Speaker 1 (Janna Levin),expert,"Okay, you wanna do the demo for me?",8,True,297,,data/wired/wired_astro/wired_astro_13.csv,79,12,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_025,25,5,2,25,A,Speaker 1 (Janna Levin),expert,So the LIGO instrument electronically records the ringing of the shape of space with its very complicated instrument.,18,True,298,,data/wired/wired_astro/wired_astro_13.csv,80,22,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_026,26,5,3,26,A,Speaker 1 (Janna Levin),expert,It stands for Laser Interferometric Gravitational-Waves Observatory and the design was incredibly difficult and they didn't know if they would succeed.,21,True,299,,data/wired/wired_astro/wired_astro_13.csv,81,30,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_027,27,5,4,27,A,Speaker 1 (Janna Levin),expert,I think of the instrument as like the body of the electric guitar.,13,True,300,,data/wired/wired_astro/wired_astro_13.csv,82,16,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_028,28,5,5,28,A,Speaker 1 (Janna Levin),expert,"And then they take the readout of the motions of the waves that they're recording, just like that guitar is recording the motions of the waves on the string.",29,True,301,,data/wired/wired_astro/wired_astro_13.csv,83,36,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_029,29,5,6,29,A,Speaker 1 (Janna Levin),expert,Now just play it like a little bit.,8,True,302,,data/wired/wired_astro/wired_astro_13.csv,84,11,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_030,30,5,7,30,A,Speaker 1 (Janna Levin),expert,"And you can't hear anything, right?",6,True,303,,data/wired/wired_astro/wired_astro_13.csv,85,12,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_031,31,5,8,31,A,Speaker 1 (Janna Levin),expert,You're not meant to hear an electric guitar when it's not plugged in.,13,True,304,,data/wired/wired_astro/wired_astro_13.csv,86,21,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_032,32,5,9,32,A,Speaker 1 (Janna Levin),expert,"What's happening is the guitar strings are ringing, but so quietly that we can't actually hear the sound.",18,True,305,,data/wired/wired_astro/wired_astro_13.csv,87,26,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_033,33,5,10,33,A,Speaker 1 (Janna Levin),expert,"And this is like the gravitational waves, which are ringing the drum of spacetime, but so quietly that they're not move the air and we're not hearing them.",28,True,306,,data/wired/wired_astro/wired_astro_13.csv,88,38,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_034,34,5,11,34,A,Speaker 1 (Janna Levin),expert,So now play and I'm gonna turn the volume up a little bit.,13,True,307,,data/wired/wired_astro/wired_astro_13.csv,89,18,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_035,35,5,12,35,A,Speaker 1 (Janna Levin),expert,"While I can't actually hear the ringing of the strings themselves, I can hear the data of the shape of the string recorded and played through this amplifier.",28,True,308,,data/wired/wired_astro/wired_astro_13.csv,90,34,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_036,36,5,13,36,A,Speaker 1 (Janna Levin),expert,And that's kind of the idea behind the LIGO instrument.,10,True,309,,data/wired/wired_astro/wired_astro_13.csv,91,16,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_037,37,6,1,37,B,Speaker 3 (teen),partner,How do you know that it's like the black hole that's making this sound and nothing else?,17,True,310,,data/wired/wired_astro/wired_astro_13.csv,92,24,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_038,38,7,1,38,A,Speaker 1 (Janna Levin),expert,It's a great question.,4,False,311,,data/wired/wired_astro/wired_astro_13.csv,93,9,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_039,39,7,2,39,A,Speaker 1 (Janna Levin),expert,"If I didn't see you playing the guitar, I would recognize the sound of a guitar.",16,True,312,,data/wired/wired_astro/wired_astro_13.csv,94,22,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_040,40,8,1,40,B,Speaker 3 (teen),partner,Mhm,1,False,313,,data/wired/wired_astro/wired_astro_13.csv,95,4,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_041,41,9,1,41,A,Speaker 1 (Janna Levin),expert,"And even if I had never heard of a guitar before I could figure out the frequencies that the string was playing, I could tell how strongly it had been plucked, and I could tell the length of it and where it was pinned down from the harmonics of the string.",51,True,314,,data/wired/wired_astro/wired_astro_13.csv,96,57,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_042,42,9,2,42,A,Speaker 1 (Janna Levin),expert,And I can tell the different lengths of the strings from the notes that they play.,16,True,315,,data/wired/wired_astro/wired_astro_13.csv,97,19,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_043,43,9,3,43,A,Speaker 1 (Janna Levin),expert,So I can actually reconstruct the instrument that's playing it.,10,True,316,,data/wired/wired_astro/wired_astro_13.csv,98,17,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_044,44,9,4,44,A,Speaker 1 (Janna Levin),expert,"And it's very similar to LIGO, we can listen to the notes, the amplitude, the harmonics, and we can deduce the size and shape of the objects doing that.",29,True,317,,data/wired/wired_astro/wired_astro_13.csv,99,42,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_045,45,9,5,45,A,Speaker 1 (Janna Levin),expert,And they're very massive and they're very small and they have all the markings of a black hole.,18,True,318,,data/wired/wired_astro/wired_astro_13.csv,100,25,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_046,46,10,1,46,B,Speaker 3 (teen),partner,"Is there anything that like, gets affected on Earth because of those waves?",13,True,319,,data/wired/wired_astro/wired_astro_13.csv,101,17,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_047,47,11,1,47,A,Speaker 1 (Janna Levin),expert,It's a really good question.,5,True,320,,data/wired/wired_astro/wired_astro_13.csv,102,10,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_048,48,11,2,48,A,Speaker 1 (Janna Levin),expert,"Only this instrument, and that's why it was so hard to build.",12,True,321,,data/wired/wired_astro/wired_astro_13.csv,103,18,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_049,49,11,3,49,A,Speaker 1 (Janna Levin),expert,"And by the time it gets here, it's so weak that it's only squeezing and stretching space at like the fraction of a nucleus over very large distances.",28,True,322,,data/wired/wired_astro/wired_astro_13.csv,104,36,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_050,50,11,4,50,A,Speaker 1 (Janna Levin),expert,Has your understanding of black holes changed over the course of our conversation?,13,True,323,,data/wired/wired_astro/wired_astro_13.csv,105,16,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_051,51,12,1,51,B,Speaker 3 (teen),partner,"I knew there were waves for like everything, but I never thought specifically, oh yeah, black holes have, like, waves.",20,True,324,,data/wired/wired_astro/wired_astro_13.csv,106,28,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_052,52,12,2,52,B,Speaker 3 (teen),partner,I know more and less.,5,True,325,,data/wired/wired_astro/wired_astro_13.csv,107,8,False
wired,astro,wired_astro_13,13,1,teenager,wired::wired_astro_13::utterance_053,53,13,1,53,A,Speaker 1 (Janna Levin),expert,I know what you mean.,5,True,326,,data/wired/wired_astro/wired_astro_13.csv,108,8,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_001,1,1,1,1,B,Speaker 4 (college student),partner,"I'm Jayda, It's nice to meet you.",7,True,327,,data/wired/wired_astro/wired_astro_14.csv,109,16,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_002,2,2,1,2,A,Speaker 1 (Janna Levin),expert,"Nice to meet you, and where are you studying?",9,True,328,,data/wired/wired_astro/wired_astro_14.csv,110,13,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_003,3,3,1,3,B,Speaker 4 (college student),partner,I'm a senior at NYU.,5,True,329,,data/wired/wired_astro/wired_astro_14.csv,111,10,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_004,4,3,2,4,B,Speaker 4 (college student),partner,I'm studying physics and environmental studies.,6,True,330,,data/wired/wired_astro/wired_astro_14.csv,112,11,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_005,5,4,1,5,A,Speaker 1 (Janna Levin),expert,What is your impression of what a black hole is?,10,True,331,,data/wired/wired_astro/wired_astro_14.csv,113,13,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_006,6,5,1,6,B,Speaker 4 (college student),partner,So it's a star that has collapsed.,7,True,332,,data/wired/wired_astro/wired_astro_14.csv,114,12,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_007,7,5,2,7,B,Speaker 4 (college student),partner,It has so much concentrated mass and gravity that there's a point outside of the black hole called the event horizon.,21,True,333,,data/wired/wired_astro/wired_astro_14.csv,115,26,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_008,8,5,3,8,B,Speaker 4 (college student),partner,"So once you get past the event horizon, nothing, not even light can escape from that.",16,True,334,,data/wired/wired_astro/wired_astro_14.csv,116,21,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_009,9,6,1,9,A,Speaker 1 (Janna Levin),expert,So that's a great definition and I wanna pick that apart a little bit.,14,True,335,,data/wired/wired_astro/wired_astro_14.csv,117,19,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_010,10,6,2,10,A,Speaker 1 (Janna Levin),expert,So what you described is just right.,7,True,336,,data/wired/wired_astro/wired_astro_14.csv,118,10,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_011,11,6,3,11,A,Speaker 1 (Janna Levin),expert,"Stars, when they run out of thermonuclear fuel are gonna collapse under their own weight.",15,True,337,,data/wired/wired_astro/wired_astro_14.csv,119,24,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_012,12,6,4,12,A,Speaker 1 (Janna Levin),expert,"It'll explode in a supernova, it'll leave a core, and if the core itself is heavy enough, it will keep collapsing.",21,True,338,,data/wired/wired_astro/wired_astro_14.csv,120,32,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_013,13,6,5,13,A,Speaker 1 (Janna Levin),expert,"It does, as you say, reach this point where not even light can escape.",14,True,339,,data/wired/wired_astro/wired_astro_14.csv,121,19,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_014,14,6,6,14,A,Speaker 1 (Janna Levin),expert,"But the amazing thing is it leaves that point, you called it rightly the event horizon, it leaves it behind kind of like an archeological record because the star itself can no more sit at the event horizon than it can race outward at the speed of light.",48,True,340,,data/wired/wired_astro/wired_astro_14.csv,122,54,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_015,15,6,7,15,A,Speaker 1 (Janna Levin),expert,So the core of the star keeps collapsing and where it goes nobody knows.,14,True,341,,data/wired/wired_astro/wired_astro_14.csv,123,17,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_016,16,6,8,16,A,Speaker 1 (Janna Levin),expert,"So in a weird way, the black hole isn't anymore a crush of matter.",14,True,342,,data/wired/wired_astro/wired_astro_14.csv,124,20,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_017,17,6,9,17,A,Speaker 1 (Janna Levin),expert,"It left it behind in its wake, but the stuff of the star is gone.",15,True,343,,data/wired/wired_astro/wired_astro_14.csv,125,19,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_018,18,7,1,18,B,Speaker 4 (college student),partner,"I've heard of Schwarzschild black holes, which is a black hole that is static, a Kerr black hole or a Kerr-Newman black hole, which is a black hole that rotates, but what makes a black hole static versus rotating?",39,True,344,,data/wired/wired_astro/wired_astro_14.csv,126,54,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_019,19,7,2,19,B,Speaker 4 (college student),partner,And what's more common?,4,False,345,,data/wired/wired_astro/wired_astro_14.csv,127,9,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_020,20,8,1,20,A,Speaker 1 (Janna Levin),expert,"It turns out that there are only three quantities that define a black hole, its electric charge, its mass, and its spin.",22,True,346,,data/wired/wired_astro/wired_astro_14.csv,128,28,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_021,21,8,2,21,A,Speaker 1 (Janna Levin),expert,So the most general black hole can also spin and it can also be electrically charged.,16,True,347,,data/wired/wired_astro/wired_astro_14.csv,129,19,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_022,22,8,3,22,A,Speaker 1 (Janna Levin),expert,Whether or not they are has to do with how they formed.,12,True,348,,data/wired/wired_astro/wired_astro_14.csv,130,15,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_023,23,8,4,23,A,Speaker 1 (Janna Levin),expert,"If a star collapses, it will likely be spinning when it collapses and the remnant black hole that forms will likely be spinning.",23,True,349,,data/wired/wired_astro/wired_astro_14.csv,131,27,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_024,24,8,5,24,A,Speaker 1 (Janna Levin),expert,"A black hole of a certain mass, charge, and spin is indistinguishable from any other black hole with those same properties.",21,True,350,,data/wired/wired_astro/wired_astro_14.csv,132,31,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_025,25,8,6,25,A,Speaker 1 (Janna Levin),expert,"So in some sense, they're like fundamental particles, which makes them absolutely exceptional from any other astrophysical object.",18,True,351,,data/wired/wired_astro/wired_astro_14.csv,133,26,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_026,26,8,7,26,A,Speaker 1 (Janna Levin),expert,Have you heard the stories about what happens inside a black hole?,12,True,352,,data/wired/wired_astro/wired_astro_14.csv,134,15,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_027,27,9,1,27,B,Speaker 4 (college student),partner,"I remember that once you pass the event horizon space becomes time and time becomes space, in like, a coordinate sense.",21,True,353,,data/wired/wired_astro/wired_astro_14.csv,135,26,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_028,28,10,1,28,A,Speaker 1 (Janna Levin),expert,"So from the outside, if you're an astronaut, you're watching your friend, another astronaut going into the black hole, it's as though your times become rotated relative to each other.",30,True,354,,data/wired/wired_astro/wired_astro_14.csv,136,43,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_029,29,10,2,29,A,Speaker 1 (Janna Levin),expert,"So the profound thing is as an astronaut on the outside, looking at this round event horizon, you think of the center of black hole as a point in space, but to the person who's fallen in, it's not a point in space at all, it's a point in time.",50,True,355,,data/wired/wired_astro/wired_astro_14.csv,137,64,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_030,30,10,3,30,A,Speaker 1 (Janna Levin),expert,"The singularity, or the end of it all, the crush in the center of a black hole is in their future.",21,True,356,,data/wired/wired_astro/wired_astro_14.csv,138,27,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_031,31,10,4,31,A,Speaker 1 (Janna Levin),expert,So they can no more avoid the singularity than you can avoid the next instant of time coming.,18,True,357,,data/wired/wired_astro/wired_astro_14.csv,139,22,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_032,32,10,5,32,A,Speaker 1 (Janna Levin),expert,So the death in the singularity is inevitable.,8,True,358,,data/wired/wired_astro/wired_astro_14.csv,140,12,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_033,33,10,6,33,A,Speaker 1 (Janna Levin),expert,Although we don't really think the singularity necessarily exists.,9,True,359,,data/wired/wired_astro/wired_astro_14.csv,141,15,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_034,34,11,1,34,B,Speaker 4 (college student),partner,I sort of know what a singularity is.,8,True,360,,data/wired/wired_astro/wired_astro_14.csv,142,12,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_035,35,11,2,35,B,Speaker 4 (college student),partner,"I think of it as something where everything is compacted into one single point, it's a place where the laws of physics don't exactly work out.",26,True,361,,data/wired/wired_astro/wired_astro_14.csv,143,35,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_036,36,11,3,36,B,Speaker 4 (college student),partner,What did you mean when you said that you don't think the singularity really exists?,15,True,362,,data/wired/wired_astro/wired_astro_14.csv,144,21,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_037,37,12,1,37,A,Speaker 1 (Janna Levin),expert,So the singularity is definitely predicted in Einstein's general theory of relativity and that's purely a theory of spacetime.,19,True,363,,data/wired/wired_astro/wired_astro_14.csv,145,28,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_038,38,12,2,38,A,Speaker 1 (Janna Levin),expert,"And in the theory of spacetime, there is no question that a singularity would form when the star collapses catastrophically inside the black hole.",24,True,364,,data/wired/wired_astro/wired_astro_14.csv,146,31,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_039,39,12,3,39,A,Speaker 1 (Janna Levin),expert,"Now, even when people talked about singularities back in the '60s, they thought, you know, quantum mechanics is part of the story of the whole of physics.",27,True,365,,data/wired/wired_astro/wired_astro_14.csv,147,36,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_040,40,12,4,40,A,Speaker 1 (Janna Levin),expert,It's not just gravity.,4,False,366,,data/wired/wired_astro/wired_astro_14.csv,148,9,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_041,41,12,5,41,A,Speaker 1 (Janna Levin),expert,And if we understand quantum gravity we'll realize that singularity probably doesn't ever actually form.,15,True,367,,data/wired/wired_astro/wired_astro_14.csv,149,23,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_042,42,13,1,42,B,Speaker 4 (college student),partner,"So since we obviously have never been to a black hole, how do we know for sure, like, what happens after you cross the event horizon or what happens inside a black hole?",33,True,368,,data/wired/wired_astro/wired_astro_14.csv,150,39,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_043,43,13,2,43,B,Speaker 4 (college student),partner,"Is it just like, inferred from the math?",8,True,369,,data/wired/wired_astro/wired_astro_14.csv,151,14,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_044,44,14,1,44,A,Speaker 1 (Janna Levin),expert,I would say to some extent we don't know for sure.,11,True,370,,data/wired/wired_astro/wired_astro_14.csv,152,16,False
wired,astro,wired_astro_14,14,2,undergraduate,wired::wired_astro_14::utterance_045,45,14,2,45,A,Speaker 1 (Janna Levin),expert,What we have found is that the mathematics is so unbelievably powerful that we're able to disprove wrong ideas just in pen and paper.,24,True,371,,data/wired/wired_astro/wired_astro_14.csv,153,35,False
