segment_id,dataset,video_id,conversation_id,file_number,level,level_label,turn_id,segment_in_turn,n_segments_in_turn,normalized_time,speaker,speaker_raw,speaker_role,text,n_words,turn_n_words,is_split_turn,raw_row_start,raw_row_end,source_file,_turn_order,embedding_idx,n_model_tokens,would_truncate
wired::wired_fractal_16::turn_16::segment_01,wired,fractal,wired_fractal_16,16,4,expert,16,1,1,0.5517241379310345,B,Speaker 6 (expert),partner,"This is where machine learning starts coming in, because you can start saying, okay, this is a very, very rich virtual world, but it's informed by, you know, my favorite mountains that I saw in Italy once. So you can start training these fractal worlds on things about the real world that have particular emotional resonance for us.",58,58,False,53,54,data/wired/wired_fractal/wired_fractal_16.csv,566,585,73,False
wired::wired_fractal_16::turn_17::segment_01,wired,fractal,wired_fractal_16,16,4,expert,17,1,1,0.5862068965517241,A,Speaker 1 (Keenan Crane Phd),expert,"People outside of computer graphics and engineering and science and so forth have also thought a lot about and used fractals as a language for talking about nature, for characterizing shapes and behaviors and so forth tissue or friction, or all sorts of really important phenomena. Do you think that computer graphics has kind of dropped the ball in terms of saying, you know, this is not something that's exciting anymore to work on procedural descriptions and we're, we're moving on from that?",83,83,False,55,56,data/wired/wired_fractal/wired_fractal_16.csv,567,586,101,False
wired::wired_fractal_16::turn_18::segment_01,wired,fractal,wired_fractal_16,16,4,expert,18,1,1,0.6206896551724138,B,Speaker 6 (expert),partner,"Well, I mean, if you look at any Hollywood movie or you look at any of the game worlds that people are spending all their time in they're highly procedural, they have to be, and they have to make use of fractal techniques because it's basically a way to get enormous complexity without having to explicitly store the complexity. And because they're able to use these relatively simple fractal techniques to make very complex looking natural things.",77,77,False,57,58,data/wired/wired_fractal/wired_fractal_16.csv,568,587,95,False
wired::wired_fractal_16::turn_19::segment_01,wired,fractal,wired_fractal_16,16,4,expert,19,1,1,0.6551724137931034,A,Speaker 1 (Keenan Crane Phd),expert,"Right? Lazy evaluation, we love being lazy in computer graphics.",10,10,False,59,60,data/wired/wired_fractal/wired_fractal_16.csv,569,588,15,False
wired::wired_fractal_16::turn_20::segment_01,wired,fractal,wired_fractal_16,16,4,expert,20,1,1,0.6896551724137931,B,Speaker 6 (expert),partner,"Well, it's also, it's not even possible to explore, to store an entire world in your computer.",17,17,False,61,61,data/wired/wired_fractal/wired_fractal_16.csv,570,589,27,False
wired::wired_fractal_16::turn_21::segment_01,wired,fractal,wired_fractal_16,16,4,expert,21,1,1,0.7241379310344828,A,Speaker 1 (Keenan Crane Phd),expert,Absolutely.,1,1,False,62,62,data/wired/wired_fractal/wired_fractal_16.csv,571,590,4,False
wired::wired_fractal_16::turn_22::segment_01,wired,fractal,wired_fractal_16,16,4,expert,22,1,1,0.7586206896551724,B,Speaker 6 (expert),partner,You wanna be able to sort of generate it on the fly. I'm looking forward to things getting better. We're not there yet.,23,23,False,63,65,data/wired/wired_fractal/wired_fractal_16.csv,572,591,32,False
wired::wired_fractal_16::turn_23::segment_01,wired,fractal,wired_fractal_16,16,4,expert,23,1,1,0.7931034482758621,A,Speaker 1 (Keenan Crane Phd),expert,"So one of the things I guess that touches on is this question about controllability or the ease of, with which everybody can create these worlds. Not just people, not just mathematicians, not just, you know, trained computer scientists. One thing when I think about Ken Musgraves working about this program, Bryce, this one I felt like I could really use, what do you think we still need to do in terms of putting these kinds of tools in, in people's hands, making it easier for people to use procedural machine learning, to build these kind of worlds?",98,98,False,66,68,data/wired/wired_fractal/wired_fractal_16.csv,573,592,121,False
wired::wired_fractal_16::turn_24::segment_01,wired,fractal,wired_fractal_16,16,4,expert,24,1,1,0.8275862068965517,B,Speaker 6 (expert),partner,"I think in that case, it came down to the fact that Ken in particular had a mission to make accessible tools for people without sacrificing the power and the richness of making beautiful things. I mean, in a sense he was kind of the computer graphic, Bob Ross. You know?",51,51,False,69,71,data/wired/wired_fractal/wired_fractal_16.csv,574,593,63,False
wired::wired_fractal_16::turn_25::segment_01,wired,fractal,wired_fractal_16,16,4,expert,25,1,1,0.8620689655172413,A,Speaker 1 (Keenan Crane Phd),expert,So He made a lot of happy little trees.,9,9,False,72,72,data/wired/wired_fractal/wired_fractal_16.csv,575,594,12,False
wired::wired_fractal_16::turn_26::segment_01,wired,fractal,wired_fractal_16,16,4,expert,26,1,1,0.896551724137931,B,Speaker 6 (expert),partner,"Yeah, yeah, yeah. Which, I mean, when you, when you think about the techniques of somebody like a Bob Ross they're fractal.",22,22,False,73,74,data/wired/wired_fractal/wired_fractal_16.csv,576,595,35,False
wired::wired_fractal_16::turn_27::segment_01,wired,fractal,wired_fractal_16,16,4,expert,27,1,1,0.9310344827586207,A,Speaker 1 (Keenan Crane Phd),expert,"Yeah. And I think this is what what's so beautiful also about Mandelbrot's work is him saying, you know, it's not really about these exotic examples. Like even the Mandelbrot set or Julia sets or whatever. Yeah they're like really interesting mathematical curiosities, but they get at this idea that fractals are kind of inevitable. And Bob Ross probably never, as far as I know, never sat down and you know, thought about recursive descriptions of trees or anything like that. But it's just something that naturally comes to you as an artist.",93,93,False,75,80,data/wired/wired_fractal/wired_fractal_16.csv,577,596,129,False
wired::wired_fractal_16::turn_28::segment_01,wired,fractal,wired_fractal_16,16,4,expert,28,1,1,0.9655172413793104,B,Speaker 6 (expert),partner,"Well, I mean, you can go back to all the classic artists da Vinci's notebooks were just full of like, this thing looks like that thing at completely different scales. So he didn't have a fancy word for it, but he completely understood it.",44,44,False,81,82,data/wired/wired_fractal/wired_fractal_16.csv,578,597,57,False
wired::wired_fractal_16::turn_29::segment_01,wired,fractal,wired_fractal_16,16,4,expert,29,1,1,1.0,A,Speaker 1 (Keenan Crane Phd),expert,Yeah it's really part of human nature or human's connection to nature.,12,12,False,83,83,data/wired/wired_fractal/wired_fractal_16.csv,579,598,19,False
wired::wired_gravity_12::turn_0::segment_01,wired,gravity,wired_gravity_12,12,0,child,0,1,1,0.0,A,Speaker 1 (Janna Levin),expert,Are you interested in science?,5,5,False,0,0,data/wired/wired_gravity/wired_gravity_12.csv,580,599,8,False
wired::wired_gravity_12::turn_1::segment_01,wired,gravity,wired_gravity_12,12,0,child,1,1,1,0.022727272727272728,B,Speaker 2 (Bonét Sofía Kanayet),partner,Yes.,1,1,False,1,1,data/wired/wired_gravity/wired_gravity_12.csv,581,600,4,False
wired::wired_gravity_12::turn_2::segment_01,wired,gravity,wired_gravity_12,12,0,child,2,1,1,0.045454545454545456,A,Speaker 1 (Janna Levin),expert,"Yes, you are?",3,3,False,2,2,data/wired/wired_gravity/wired_gravity_12.csv,582,601,7,False
wired::wired_gravity_12::turn_3::segment_01,wired,gravity,wired_gravity_12,12,0,child,3,1,1,0.06818181818181818,B,Speaker 2 (Bonét Sofía Kanayet),partner,Yes.,1,1,False,3,3,data/wired/wired_gravity/wired_gravity_12.csv,583,602,4,False
wired::wired_gravity_12::turn_4::segment_01,wired,gravity,wired_gravity_12,12,0,child,4,1,1,0.09090909090909091,A,Speaker 1 (Janna Levin),expert,Do you know what gravity is?,6,6,False,4,4,data/wired/wired_gravity/wired_gravity_12.csv,584,603,9,False
wired::wired_gravity_12::turn_5::segment_01,wired,gravity,wired_gravity_12,12,0,child,5,1,1,0.11363636363636363,B,Speaker 2 (Bonét Sofía Kanayet),partner,"It's something that so right now, we would be floating if there was no gravity, but since there's gravity, we're sitting right down on these chairs.",26,26,False,5,5,data/wired/wired_gravity/wired_gravity_12.csv,585,604,38,False
wired::wired_gravity_12::turn_6::segment_01,wired,gravity,wired_gravity_12,12,0,child,6,1,1,0.13636363636363635,A,Speaker 1 (Janna Levin),expert,"That's pretty good. So gravity wants to attract us to the Earth and the Earth to us, but the Earth is so much bigger that even though we're actually pulling the Earth a little bit to us, you don't notice it so much. You know the moon pulls on the Earth a little bit.",54,54,False,6,8,data/wired/wired_gravity/wired_gravity_12.csv,586,605,67,False
wired::wired_gravity_12::turn_7::segment_01,wired,gravity,wired_gravity_12,12,0,child,7,1,1,0.1590909090909091,B,Speaker 2 (Bonét Sofía Kanayet),partner,"Mhmm, just like um with the ocean tides?",8,8,False,9,9,data/wired/wired_gravity/wired_gravity_12.csv,587,606,14,False
wired::wired_gravity_12::turn_8::segment_01,wired,gravity,wired_gravity_12,12,0,child,8,1,1,0.18181818181818182,A,Speaker 1 (Janna Levin),expert,"Exactly, well the moon is such a big body compared to anything else very nearby that it has the larger effect pulling the water of the Earth. But more than the moon, think about the sun pulling on the Earth, we orbit the whole sun just the way the Earth pulls on the moon and causes the moon to orbit us. All of those things are acting on you and me right now.",73,73,False,10,13,data/wired/wired_gravity/wired_gravity_12.csv,588,607,81,False
wired::wired_gravity_12::turn_9::segment_01,wired,gravity,wired_gravity_12,12,0,child,9,1,1,0.20454545454545456,B,Speaker 2 (Bonét Sofía Kanayet),partner,"If gravity was too strong, would we be able to get up?",12,12,False,14,14,data/wired/wired_gravity/wired_gravity_12.csv,589,608,16,False
wired::wired_gravity_12::turn_10::segment_01,wired,gravity,wired_gravity_12,12,0,child,10,1,1,0.22727272727272727,A,Speaker 1 (Janna Levin),expert,"That's such a good question. No, we actually couldn't. The moon gravity is weaker, can almost float between footsteps if you look at the astronauts on the moon.",28,28,False,15,16,data/wired/wired_gravity/wired_gravity_12.csv,590,609,39,False
wired::wired_gravity_12::turn_11::segment_01,wired,gravity,wired_gravity_12,12,0,child,11,1,1,0.25,B,Speaker 2 (Bonét Sofía Kanayet),partner,Yeah,1,1,False,17,17,data/wired/wired_gravity/wired_gravity_12.csv,591,610,3,False
wired::wired_gravity_12::turn_12::segment_01,wired,gravity,wired_gravity_12,12,0,child,12,1,1,0.2727272727272727,A,Speaker 1 (Janna Levin),expert,"On the Earth it's harder 'cause it's bigger. If you go to a bigger, heavier planet, it gets harder and harder. But there are stars that have died that are so dense that there's no way we could lift our arms, no way we could step or walk, the gravity is just way too strong. Do you know how tall you are?",62,62,False,18,20,data/wired/wired_gravity/wired_gravity_12.csv,592,611,79,False
wired::wired_gravity_12::turn_13::segment_01,wired,gravity,wired_gravity_12,12,0,child,13,1,1,0.29545454545454547,B,Speaker 2 (Bonét Sofía Kanayet),partner,I'm in the fours.,4,4,False,21,21,data/wired/wired_gravity/wired_gravity_12.csv,593,612,9,False
wired::wired_gravity_12::turn_14::segment_01,wired,gravity,wired_gravity_12,12,0,child,14,1,1,0.3181818181818182,A,Speaker 1 (Janna Levin),expert,In the fours?,3,3,False,22,22,data/wired/wired_gravity/wired_gravity_12.csv,594,613,6,False
wired::wired_gravity_12::turn_15::segment_01,wired,gravity,wired_gravity_12,12,0,child,15,1,1,0.3409090909090909,B,Speaker 2 (Bonét Sofía Kanayet),partner,"Maybe 4'3.""",2,2,False,23,23,data/wired/wired_gravity/wired_gravity_12.csv,595,614,8,False
wired::wired_gravity_12::turn_16::segment_01,wired,gravity,wired_gravity_12,12,0,child,16,1,1,0.36363636363636365,A,Speaker 1 (Janna Levin),expert,"People think that while you're sleeping, your body has a chance to stretch out and gravity isn't crunching you together, but when you're standing and walking or sitting that gravity contracts your spine ever so slightly so that in the morning, you might be a little bit taller than in the evening. See if it works for you.",58,58,False,24,25,data/wired/wired_gravity/wired_gravity_12.csv,596,615,72,False
wired::wired_gravity_12::turn_17::segment_01,wired,gravity,wired_gravity_12,12,0,child,17,1,1,0.38636363636363635,B,Speaker 2 (Bonét Sofía Kanayet),partner,Whoa.,1,1,False,26,26,data/wired/wired_gravity/wired_gravity_12.csv,597,616,4,False
wired::wired_gravity_12::turn_18::segment_01,wired,gravity,wired_gravity_12,12,0,child,18,1,1,0.4090909090909091,A,Speaker 1 (Janna Levin),expert,But that was last night?,5,5,False,27,27,data/wired/wired_gravity/wired_gravity_12.csv,598,617,8,False
wired::wired_gravity_12::turn_19::segment_01,wired,gravity,wired_gravity_12,12,0,child,19,1,1,0.4318181818181818,B,Speaker 2 (Bonét Sofía Kanayet),partner,Yes. Cool.,2,2,False,28,29,data/wired/wired_gravity/wired_gravity_12.csv,599,618,6,False
wired::wired_gravity_12::turn_20::segment_01,wired,gravity,wired_gravity_12,12,0,child,20,1,1,0.45454545454545453,A,Speaker 1 (Janna Levin),expert,"They say that astronauts in space definitely their spinal elongates. There were two twin astronauts, one who stayed here on Earth and the other who went to the International Space Station, was there for a long time, and when he came back, he was actually taller than his twin brother.",50,50,False,30,31,data/wired/wired_gravity/wired_gravity_12.csv,600,619,60,False
wired::wired_gravity_12::turn_21::segment_01,wired,gravity,wired_gravity_12,12,0,child,21,1,1,0.4772727272727273,B,Speaker 2 (Bonét Sofía Kanayet),partner,Wow.,1,1,False,32,32,data/wired/wired_gravity/wired_gravity_12.csv,601,620,4,False
wired::wired_gravity_12::turn_22::segment_01,wired,gravity,wired_gravity_12,12,0,child,22,1,1,0.5,A,Speaker 1 (Janna Levin),expert,"Yeah, and that was because gravity wasn't compressing him all the time and he was floating freely in the International Space Station and his spine just kind of elongated. After a while here on Earth though, he'll readjust, they'll go back to the same size. Have you ever heard of how gravity was discovered?",54,54,False,33,34,data/wired/wired_gravity/wired_gravity_12.csv,602,621,70,False
wired::wired_gravity_12::turn_23::segment_01,wired,gravity,wired_gravity_12,12,0,child,23,1,1,0.5227272727272727,B,Speaker 2 (Bonét Sofía Kanayet),partner,Mhmm.,1,1,False,35,35,data/wired/wired_gravity/wired_gravity_12.csv,603,622,6,False
wired::wired_gravity_12::turn_24::segment_01,wired,gravity,wired_gravity_12,12,0,child,24,1,1,0.5454545454545454,A,Speaker 1 (Janna Levin),expert,"Isaac Newton would ponder, how does the Earth cause things to fall? There's a famous story that Isaac Newton was sitting under a tree and the apple fell from the tree and hit him on the head.",37,37,False,36,36,data/wired/wired_gravity/wired_gravity_12.csv,604,623,44,False
wired::wired_gravity_12::turn_25::segment_01,wired,gravity,wired_gravity_12,12,0,child,25,1,1,0.5681818181818182,B,Speaker 2 (Bonét Sofía Kanayet),partner,Ooh.,1,1,False,37,37,data/wired/wired_gravity/wired_gravity_12.csv,605,624,5,False
wired::wired_gravity_12::turn_26::segment_01,wired,gravity,wired_gravity_12,12,0,child,26,1,1,0.5909090909090909,A,Speaker 1 (Janna Levin),expert,"And he had an epiphany and understood this law, this mathematical law for how that works. I don't actually think it's a true story though.",25,25,False,38,39,data/wired/wired_gravity/wired_gravity_12.csv,606,625,37,False
wired::wired_gravity_12::turn_27::segment_01,wired,gravity,wired_gravity_12,12,0,child,27,1,1,0.6136363636363636,B,Speaker 2 (Bonét Sofía Kanayet),partner,Yeah.,1,1,False,40,40,data/wired/wired_gravity/wired_gravity_12.csv,607,626,4,False
wired::wired_gravity_12::turn_28::segment_01,wired,gravity,wired_gravity_12,12,0,child,28,1,1,0.6363636363636364,A,Speaker 1 (Janna Levin),expert,"But it's a good story. So Isaac Newton realized that even if you're heavier, you will fall at the same rate as something much lighter. That that's the same. Once you hit the ground, if you're heavier, you'll hit the ground with much greater force, but you will hit the ground at the same time.",55,55,False,41,43,data/wired/wired_gravity/wired_gravity_12.csv,608,627,75,False
wired::wired_gravity_12::turn_29::segment_01,wired,gravity,wired_gravity_12,12,0,child,29,1,1,0.6590909090909091,B,Speaker 2 (Bonét Sofía Kanayet),partner,"Hm. So, if we both dropped down from a plane, we would both um land at the same time, but you would land heavier?",24,24,False,44,45,data/wired/wired_gravity/wired_gravity_12.csv,609,628,31,False
wired::wired_gravity_12::turn_30::segment_01,wired,gravity,wired_gravity_12,12,0,child,30,1,1,0.6818181818181818,A,Speaker 1 (Janna Levin),expert,Yeah. Yep. So like a penny from the Empire state building will fall at the same rate as a bowling ball.,21,21,False,46,47,data/wired/wired_gravity/wired_gravity_12.csv,610,629,26,False
wired::wired_gravity_12::turn_31::segment_01,wired,gravity,wired_gravity_12,12,0,child,31,1,1,0.7045454545454546,B,Speaker 2 (Bonét Sofía Kanayet),partner,Oh my god.,3,3,False,48,48,data/wired/wired_gravity/wired_gravity_12.csv,611,630,6,False
wired::wired_gravity_12::turn_32::segment_01,wired,gravity,wired_gravity_12,12,0,child,32,1,1,0.7272727272727273,A,Speaker 1 (Janna Levin),expert,Yeah. Amazing. Wanna try it?,5,5,False,49,50,data/wired/wired_gravity/wired_gravity_12.csv,612,631,10,False
wired::wired_gravity_12::turn_33::segment_01,wired,gravity,wired_gravity_12,12,0,child,33,1,1,0.75,B,Speaker 2 (Bonét Sofía Kanayet),partner,"Um, yeah.",2,2,False,51,51,data/wired/wired_gravity/wired_gravity_12.csv,613,632,6,False
wired::wired_gravity_12::turn_34::segment_01,wired,gravity,wired_gravity_12,12,0,child,34,1,1,0.7727272727272727,A,Speaker 1 (Janna Levin),expert,A light object. See how light that is?,8,8,False,52,53,data/wired/wired_gravity/wired_gravity_12.csv,614,633,12,False
wired::wired_gravity_12::turn_35::segment_01,wired,gravity,wired_gravity_12,12,0,child,35,1,1,0.7954545454545454,B,Speaker 2 (Bonét Sofía Kanayet),partner,That's,1,1,False,54,54,data/wired/wired_gravity/wired_gravity_12.csv,615,634,5,False
wired::wired_gravity_12::turn_36::segment_01,wired,gravity,wired_gravity_12,12,0,child,36,1,1,0.8181818181818182,A,Speaker 1 (Janna Levin),expert,very light.,2,2,False,55,55,data/wired/wired_gravity/wired_gravity_12.csv,616,635,5,False
wired::wired_gravity_12::turn_37::segment_01,wired,gravity,wired_gravity_12,12,0,child,37,1,1,0.8409090909090909,B,Speaker 2 (Bonét Sofía Kanayet),partner,Yeah.,1,1,False,56,56,data/wired/wired_gravity/wired_gravity_12.csv,617,636,4,False
wired::wired_gravity_12::turn_38::segment_01,wired,gravity,wired_gravity_12,12,0,child,38,1,1,0.8636363636363636,A,Speaker 1 (Janna Levin),expert,And a heavy object.,4,4,False,57,57,data/wired/wired_gravity/wired_gravity_12.csv,618,637,7,False
wired::wired_gravity_12::turn_39::segment_01,wired,gravity,wired_gravity_12,12,0,child,39,1,1,0.8863636363636364,B,Speaker 2 (Bonét Sofía Kanayet),partner,Oh my god.,3,3,False,58,58,data/wired/wired_gravity/wired_gravity_12.csv,619,638,6,False
wired::wired_gravity_12::turn_40::segment_01,wired,gravity,wired_gravity_12,12,0,child,40,1,1,0.9090909090909091,A,Speaker 1 (Janna Levin),expert,"They look the same. But this is much heavier, right? Okay, so try it. Just try holding your arms out front and a little higher maybe, give him a chance to drop and then drop them. Did they fall at the same time? They hit at the same time. Did they hit at the same time?",56,56,False,59,63,data/wired/wired_gravity/wired_gravity_12.csv,620,639,68,False
wired::wired_gravity_12::turn_41::segment_01,wired,gravity,wired_gravity_12,12,0,child,41,1,1,0.9318181818181818,B,Speaker 2 (Bonét Sofía Kanayet),partner,Hm.,1,1,False,64,64,data/wired/wired_gravity/wired_gravity_12.csv,621,640,4,False
wired::wired_gravity_12::turn_42::segment_01,wired,gravity,wired_gravity_12,12,0,child,42,1,1,0.9545454545454546,A,Speaker 1 (Janna Levin),expert,"So Isaac Newton, he was also the one who realized that that's the same force that keeps the moon in orbit around the Earth and the Earth in orbit around the sun. And that's a huge leap. Here he is looking at just things around him and then looks at the stars and has this really big realization that that's actually the same force. So what have you learned today talking about gravity?",73,73,False,65,68,data/wired/wired_gravity/wired_gravity_12.csv,622,641,86,False
wired::wired_gravity_12::turn_43::segment_01,wired,gravity,wired_gravity_12,12,0,child,43,1,1,0.9772727272727273,B,Speaker 2 (Bonét Sofía Kanayet),partner,"I've learned that the person that learned about the apple. He was learning about gravity just about what he saw on this planet. I also learned that if you drop one light thing and one heavy thing at the same height at the same time, they're both going to drop at the same time, but one's going to drop a little heavier than the other.",65,65,False,69,70,data/wired/wired_gravity/wired_gravity_12.csv,623,642,78,False
wired::wired_gravity_12::turn_44::segment_01,wired,gravity,wired_gravity_12,12,0,child,44,1,1,1.0,A,Speaker 1 (Janna Levin),expert,That's beautiful. I'm impressed.,4,4,False,71,71,data/wired/wired_gravity/wired_gravity_12.csv,624,643,12,False
wired::wired_gravity_13::turn_0::segment_01,wired,gravity,wired_gravity_13,13,1,teenager,0,1,1,0.0,A,Speaker 1 (Janna Levin),expert,"So, Maria, you're in high school?",6,6,False,0,0,data/wired/wired_gravity/wired_gravity_13.csv,625,644,13,False
wired::wired_gravity_13::turn_1::segment_01,wired,gravity,wired_gravity_13,13,1,teenager,1,1,1,0.027777777777777776,B,Speaker 3 (Maria Teresa Furtado),partner,"Yeah, I'm a junior.",4,4,False,1,1,data/wired/wired_gravity/wired_gravity_13.csv,626,645,10,False
wired::wired_gravity_13::turn_2::segment_01,wired,gravity,wired_gravity_13,13,1,teenager,2,1,1,0.05555555555555555,A,Speaker 1 (Janna Levin),expert,And are you studying any sciences in high school?,9,9,False,2,2,data/wired/wired_gravity/wired_gravity_13.csv,627,646,12,False
wired::wired_gravity_13::turn_3::segment_01,wired,gravity,wired_gravity_13,13,1,teenager,3,1,1,0.08333333333333333,B,Speaker 3 (Maria Teresa Furtado),partner,Um taking physics right now.,5,5,False,3,3,data/wired/wired_gravity/wired_gravity_13.csv,628,647,8,False
wired::wired_gravity_13::turn_4::segment_01,wired,gravity,wired_gravity_13,13,1,teenager,4,1,1,0.1111111111111111,A,Speaker 1 (Janna Levin),expert,Do you think of yourself as curious about science?,9,9,False,4,4,data/wired/wired_gravity/wired_gravity_13.csv,629,648,12,False
wired::wired_gravity_13::turn_5::segment_01,wired,gravity,wired_gravity_13,13,1,teenager,5,1,1,0.1388888888888889,B,Speaker 3 (Maria Teresa Furtado),partner,"Well, there are like some things that interest me and others that bore me, so it like depends.",18,18,False,5,5,data/wired/wired_gravity/wired_gravity_13.csv,630,649,23,False
wired::wired_gravity_13::turn_6::segment_01,wired,gravity,wired_gravity_13,13,1,teenager,6,1,1,0.16666666666666666,A,Speaker 1 (Janna Levin),expert,What interests you?,3,3,False,6,6,data/wired/wired_gravity/wired_gravity_13.csv,631,650,6,False
wired::wired_gravity_13::turn_7::segment_01,wired,gravity,wired_gravity_13,13,1,teenager,7,1,1,0.19444444444444445,B,Speaker 3 (Maria Teresa Furtado),partner,"Well, like I'm a gymnast, so like in physics they talk about like force and stuff and then I think of like how I use physics in like my own life.",31,31,False,7,7,data/wired/wired_gravity/wired_gravity_13.csv,632,651,38,False
wired::wired_gravity_13::turn_8::segment_01,wired,gravity,wired_gravity_13,13,1,teenager,8,1,1,0.2222222222222222,A,Speaker 1 (Janna Levin),expert,What's your impression of what gravity is?,7,7,False,8,8,data/wired/wired_gravity/wired_gravity_13.csv,633,652,12,False
wired::wired_gravity_13::turn_9::segment_01,wired,gravity,wired_gravity_13,13,1,teenager,9,1,1,0.25,B,Speaker 3 (Maria Teresa Furtado),partner,"I think that if there's like no gravity, everyone would like float everywhere. It like pulls things down and without it like everything would just be like chaos.",28,28,False,9,10,data/wired/wired_gravity/wired_gravity_13.csv,634,653,35,False
wired::wired_gravity_13::turn_10::segment_01,wired,gravity,wired_gravity_13,13,1,teenager,10,1,1,0.2777777777777778,A,Speaker 1 (Janna Levin),expert,So you're saying gravity pulls things down. Yet we've launched things into space. Have you ever wondered how we do that?,21,21,False,11,13,data/wired/wired_gravity/wired_gravity_13.csv,635,654,30,False
wired::wired_gravity_13::turn_11::segment_01,wired,gravity,wired_gravity_13,13,1,teenager,11,1,1,0.3055555555555556,B,Speaker 3 (Maria Teresa Furtado),partner,"Well is it like a slingshot, like if you pull something back enough, it'll like go in the opposite direction?",20,20,False,14,14,data/wired/wired_gravity/wired_gravity_13.csv,636,655,28,False
wired::wired_gravity_13::turn_12::segment_01,wired,gravity,wired_gravity_13,13,1,teenager,12,1,1,0.3333333333333333,A,Speaker 1 (Janna Levin),expert,"Well, that's true. We do use slingshot technology once things are out in the solar system. So for instance, we use Jupiter and other planets so that when some of the spacecraft gets close, it'll slingshot around and it'll cause it to like speed up. But mostly around the Earth, gravity pulls things down. So when we want to send a rocket into space, when we want to go to the moon, when we want to send supplies to the International Space Station, the trick is to get something moving fast enough that it escapes the gravitational pull of the Earth. Have you heard the expression what goes up must come down?",112,112,False,15,20,data/wired/wired_gravity/wired_gravity_13.csv,637,656,135,False
wired::wired_gravity_13::turn_13::segment_01,wired,gravity,wired_gravity_13,13,1,teenager,13,1,1,0.3611111111111111,B,Speaker 3 (Maria Teresa Furtado),partner,Mhmm.,1,1,False,21,21,data/wired/wired_gravity/wired_gravity_13.csv,638,657,6,False
wired::wired_gravity_13::turn_14::segment_01,wired,gravity,wired_gravity_13,13,1,teenager,14,1,1,0.3888888888888889,A,Speaker 1 (Janna Levin),expert,"It's actually not true. If you throw it fast enough, you can actually get something that doesn't come back down again. And that's basically how rocket launches work. You have to get the rocket for the Earth to go more than 11 kilometers a second. Think about how fast it is. Just one breath and it's gone 11 kilometers. If you get it to go that fast, it's not gonna come back down again. So you know the International Space Station, which is orbiting the Earth? That's going around the Earth at like 17,000 miles an hour. It has no engines anymore. The engines are turned off. So it's just there falling forever. So once it's out there, it's not coming back down as long as it's cruising like that.",130,130,False,22,34,data/wired/wired_gravity/wired_gravity_13.csv,639,658,171,False
wired::wired_gravity_13::turn_15::segment_01,wired,gravity,wired_gravity_13,13,1,teenager,15,1,1,0.4166666666666667,B,Speaker 3 (Maria Teresa Furtado),partner,And like does the gravity pull it or is it just like floating?,13,13,False,35,35,data/wired/wired_gravity/wired_gravity_13.csv,640,659,16,False
wired::wired_gravity_13::turn_16::segment_01,wired,gravity,wired_gravity_13,13,1,teenager,16,1,1,0.4444444444444444,A,Speaker 1 (Janna Levin),expert,"In a weird way that is gravity pulling it. So if you ever um had a yo-yo where you swing it around like this, the string is pulling it in at all times. But you've also given it this angular momentum. And as long as you give it the angular momentum, pulling it in actually keeps it in orbit. And so the Earth is pulling it in at all times. So that's why it doesn't just travel off in a straight line. It keeps coming back around. So it's funny, people think that the International Space Station is so far away that they're not feeling gravity. And that's not the case at all. They're absolutely feeling gravity. They're just cruising so fast that even though they're being pulled in, they never get pulled to the surface.",136,136,False,36,46,data/wired/wired_gravity/wired_gravity_13.csv,641,660,173,False
wired::wired_gravity_13::turn_17::segment_01,wired,gravity,wired_gravity_13,13,1,teenager,17,1,1,0.4722222222222222,B,Speaker 3 (Maria Teresa Furtado),partner,It's like that um the ride at the roller coasters where you like you go in and it spins super fast and you can't feel it spinning fast but like you're pulled.,32,32,False,47,47,data/wired/wired_gravity/wired_gravity_13.csv,642,661,42,False
wired::wired_gravity_13::turn_18::segment_01,wired,gravity,wired_gravity_13,13,1,teenager,18,1,1,0.5,A,Speaker 1 (Janna Levin),expert,"You feel pinned to the back? It's exactly like that. There's something called the equivalence principle where people realized and especially Einstein, that if you were in outer space in a rocket ship and it was dark and painted and it was accelerating at exactly the right rate, you actually wouldn't know if you were sitting on the floor of a building around the Earth, or if you were in a rocket ship that was accelerating.",76,76,False,48,50,data/wired/wired_gravity/wired_gravity_13.csv,643,662,90,False
wired::wired_gravity_13::turn_19::segment_01,wired,gravity,wired_gravity_13,13,1,teenager,19,1,1,0.5277777777777778,B,Speaker 3 (Maria Teresa Furtado),partner,That's crazy.,2,2,False,51,51,data/wired/wired_gravity/wired_gravity_13.csv,644,663,7,False
wired::wired_gravity_13::turn_20::segment_01,wired,gravity,wired_gravity_13,13,1,teenager,20,1,1,0.5555555555555556,A,Speaker 1 (Janna Levin),expert,"You ever had that experience where you're sitting on a train and the other one moves? And for a second, you're not sure if you're the one moving?",28,28,False,52,53,data/wired/wired_gravity/wired_gravity_13.csv,645,664,39,False
wired::wired_gravity_13::turn_21::segment_01,wired,gravity,wired_gravity_13,13,1,teenager,21,1,1,0.5833333333333334,B,Speaker 3 (Maria Teresa Furtado),partner,"Yeah, cause like I go on the train every day to go to school, but I never feel like I'm moving when I'm in the train. And then I'm like, wait, what?",32,32,False,54,55,data/wired/wired_gravity/wired_gravity_13.csv,646,665,46,False
